t_sta_info,t_sta_spec,t_sta_ad,t_sta_dat,t_sta_age
노목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),축산면 기암리 337-10,1992-04-25,379.0
희귀목 - 당산목,참회나무 (Euonymus oxyphyllus Miq.),창수면 인량리 250,1996-12-06,525.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),지품면 신양리 41-2,1982-10-29,289.0
희귀목 - 풍치목,모감주나무 (Koelreuteria paniculata Laxm.),강구면 금진리 174,1996-09-09,225.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),영해면 원구리 241-1,1982-10-29,539.0
노목 - 풍치목,은행나무 (Ginkgo biloba L.),창수면 오촌리 336-1,1982-10-29,329.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),영덕읍 우곡리 491,1982-10-29,159.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),영덕읍 대부리 255,1982-10-29,289.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),강구면 하저리 50,1982-10-29,159.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),강구면 화전리 230,1982-10-29,159.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),지품면 기사리 263,1982-10-29,199.0
노목 - 정자목,은행나무 (Ginkgo biloba L.),영해면 묘곡리 354,1982-10-29,159.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),창수면 미곡리 482,1982-10-29,549.0
노목 - 정자목,졸참나무 (Quercus serrata Thunb. Ex Murray),창수면 신기리 198-3,1996-12-06,425.0
노목 - 당산목,굴참나무 (Quercus variabilis Blume),창수면 삼계리 264-2,1996-12-06,225.0
노목 - 당산목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),병곡면 송천리 388,1999-10-07,572.0
노목 - 당산목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),병곡면 송천리 388,1999-10-07,572.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),남정면 봉전리 83,2001-08-06,520.0
노목 - 당산목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),영덕읍 화천리 524-4,2001-08-27,620.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),달산면 흥기리 221,2003-11-13,268.0
거목 - 당산목,말채나무 (Cornus walteri Wangerin),달산면 덕산리 197,2003-11-13,518.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),지품면 용덕리 194,2003-11-13,318.0
노목 - 풍치목,팽나무 (Celtis sinensis Pers.),창수면 인량2리,2007-02-12,364.0
희귀목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),병곡면 원황리 원황초등학교,2007-06-13,214.0
노목 - 당산목,소나무 (Pinus densiflora Siebold & Zucc.),지품면 오천리 산115,2008-08-04,613.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),남정면 쟁암리 63,2011-04-25,410.0
노목 - 당산목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),영해면 성내리 690,2011-04-25,210.0
노목 - 당산목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),영해면 성내리 24-1,2014-04-09,297.0
노목 - 당산목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),축산면 도곡리 127,2014-04-09,377.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),풍각면 봉기리 353,1983-01-25,596.0
노목 - 당산목,은행나무 (Ginkgo biloba L.),이서면 서원리 87,1983-01-25,536.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),매전면 동산리 1170,1983-01-25,536.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),청도읍 송읍리 372-2,1983-01-25,436.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),화양읍 교촌리 48,1983-01-25,396.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),화양읍 토평리 산37,1996-10-29,363.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),각남면 구곡리 671,1983-01-25,526.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),각남면 함박리 산23,1983-01-25,346.0
노목 - 당산목,버드나무 (Salix koreensis Andersson),각북면 오산리 1273-15,1983-01-25,346.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),금천면 김전리 1044-1,1983-01-25,516.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),매전면 호화리 650-1,1998-09-21,421.0
노목 - 당산목,소나무 (Pinus densiflora Siebold & Zucc.),청도읍 평양리 700-3,1999-10-07,320.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),화양읍 진라리 240-2,1983-01-25,316.0
노목 - 당산목,팽나무 (Celtis sinensis Pers.),화양읍 범곡리 830,1983-01-25,286.0
노목 - 당산목,은행나무 (Ginkgo biloba L.),각남면 신당리 220-8,1983-01-25,246.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),각남면 사리 968,1983-01-25,246.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),풍각면 성곡리 537,1983-01-25,296.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),각북면 덕촌리 561-1,1983-01-25,246.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),이서면 수야리 236-1,1983-01-25,236.0
노목 - 당산목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),금천면 방지리 1331,1983-01-25,286.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),풍각면 흑석리 1410-1,1983-01-25,336.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),금천면 오봉리 1012,1983-01-25,286.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),매전면 내리 345-1,2003-07-14,366.0
노목 - 당산목,떡버들 (Salix hallaisanensis H.Le'v.),매전면 당호리 169-1,2003-07-14,266.0
노목 - 당산목,은행나무 (Ginkgo biloba L.),각남면 칠성리 산61,,415.0
노목 - 당산목,감나무 (Diospyros kaki Thunb.),이서면 신촌리 산90,2005-05-19,264.0
노목 - 당산목,은행나무 (Ginkgo biloba L.),운문면 신원리 1789,2005-08-16,414.0
노목 - 당산목,이팝나무 (Chionanthus retusus Lindl. & Paxton),풍각면 덕양리 1128,2011-08-09,458.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),풍각면 덕양리 산70,2011-08-09,258.0
희귀목 - 명목,모과나무 (Pseudocydonia sinensis (Thouin) C.K.Schneid.),대가야읍 쾌빈리 445,1982-10-29,390.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),대가야읍 내곡리 산113,1982-10-29,350.0
거목 - 당산목,왕버들 (Salix chaenomeloides Kimura),대가야읍 고아리 148-6,1982-10-29,150.0
노목 - 명목,느티나무 (Zelkova serrata (Thunb.) Makino),대가야읍 연조리 434,1982-10-29,360.0
노목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),대가야읍 중화리 372-1,1982-10-29,360.0
희귀목 - 명목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),대가야읍 장기리 214-2,2004-05-03,268.0
노목 - 명목,느티나무 (Zelkova serrata (Thunb.) Makino),덕곡면 가륜리 457,1982-10-29,440.0
노목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),덕곡면 백리 200,1982-10-29,440.0
거목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),덕곡면 예리 387-1,1982-10-29,160.0
노목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),덕곡면 후암리 300,1982-10-29,190.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),운수면 운산리 373-1,1982-10-29,390.0
거목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),성산면 삼대리 산26,1982-10-29,390.0
노목 - 풍치목,왕버들 (Salix chaenomeloides Kimura),성산면 기족리 348-5,1982-10-29,190.0
노목 - 풍치목,왕버들 (Salix chaenomeloides Kimura),성산면 어곡리 723,1982-10-29,220.0
노목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),다산면 벌지리 118,1982-10-29,500.0
노목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),다산면 노곡리 1080,1982-10-29,500.0
노목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),다산면 벌지리 1332,1982-10-29,460.0
노목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),다산면 나정리 산86,1982-10-29,320.0
거목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),개진면 양전리 124,1982-10-29,420.0
거목 - 당산목,은행나무 (Ginkgo biloba L.),개진면 부리 30,1982-10-29,540.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),개진면 인안리 375,1982-10-29,340.0
거목 - 풍치목,은행나무 (Ginkgo biloba L.),우곡면 속리 313,1982-10-29,290.0
노목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),우곡면 연리 438,1982-10-29,340.0
노목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),우곡면 야정리 49,1982-10-29,390.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),쌍림면 평지리 744,1982-10-29,650.0
거목 - 풍치목,은행나무 (Ginkgo biloba L.),쌍림면 산주리 698,1982-10-29,540.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),쌍림면 신곡리 산60,1982-10-29,350.0
노목 - 풍치목,왕버들 (Salix chaenomeloides Kimura),쌍림면 고곡리 377,1982-10-29,220.0
희귀목 - 명목,소나무 (Pinus densiflora Siebold & Zucc.),쌍림면 매촌리 산12-9,1994-10-21,138.0
노목 - 명목,은행나무 (Ginkgo biloba L.),수륜면 신파리 135,1982-10-26,640.0
노목 - 당산목,은행나무 (Ginkgo biloba L.),벽진면 자산리 1326,1982-10-26,640.0
노목 - 풍치목,은행나무 (Ginkgo biloba L.),초전면 봉정리 864,1982-10-26,740.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),수륜면 신정리 258,1982-10-26,440.0
노목 - 당산목,소나무 (Pinus densiflora Siebold & Zucc.),가천면 용사리 410,1982-10-26,340.0
노목 - 풍치목,왕버들 (Salix chaenomeloides Kimura),금수면 어은리 394-2,1982-10-26,340.0
노목 - 당산목,소나무 (Pinus densiflora Siebold & Zucc.),대가면 도남리 749-3,1982-10-26,400.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),대가면 옥화리 753-3,1982-10-26,390.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),벽진면 봉학리 산45-7,1982-10-26,440.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),벽진면 용암리 960,1982-10-26,340.0
노목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),초전면 동포리 909-2,1982-10-26,440.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),월항면 대산리 731,1982-10-26,340.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),용암면 덕평리 620-3,1982-10-26,240.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),벽진면 봉계리 1077,1982-10-26,240.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),월항면 인촌리 330-1,1982-10-26,240.0
노목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),월항면 인촌리 217,1982-10-26,240.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),월항면 지방리 711,1982-10-26,240.0
노목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),월항면 지방리 711,1982-10-26,240.0
노목 - 당산목,왕버들 (Salix chaenomeloides Kimura),수륜면 계정리 1697-2,1982-10-26,360.0
노목 - 정자목,아까시나무 (Robinia pseudoacacia L.),월항면 지방리 730,1991-12-20,115.0
노목 - 명목,돌배나무 (Pyrus pyrifolia (Burm.f.) Nakai),수륜면 수륜리 산65-6,2001-12-20,421.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),대가면 금산리 산83,2005-08-16,417.0
노목 - 정자목,배롱나무 (Lagerstroemia indica L.),대가면 도남리 134,2005-09-26,317.0
노목 - 정자목,소나무 (Pinus densiflora Siebold & Zucc.),가천면 신계리 1133,2010-11-22,412.0
노목 - 명목,소나무 (Pinus densiflora Siebold & Zucc.),벽진면 운정리 803-1,2018-10-15,405.0
노목 - 당산목,왕버들 (Salix chaenomeloides Kimura),월항면 대산리 125전,2011-07-28,411.0
노목 - 풍치목,모과나무 (Pseudocydonia sinensis (Thouin) C.K.Schneid.),용암면 상신리 478,2018-06-14,204.0
노목 - 당산목,은행나무 (Ginkgo biloba L.),벽진면 운정리 257,2021-11-23,452.0
노목 - 정자목,팽나무 (Celtis sinensis Pers.),지천면 신리 43-1,2019-09-27,332.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),석적읍 포남리 산150,2019-03-21,252.0
노목 - 당산목,은행나무 (Ginkgo biloba L.),가산면 학산리 622,2019-03-21,422.0
노목 - 당산목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),석적읍 성곡리 124,2017-05-08,404.0
희귀목 - 기형목,소나무 (Pinus densiflora Siebold & Zucc.),약목면 남계리 1097-3,2013-07-15,258.0
노목 - 정자목,팽나무 (Celtis sinensis Pers.),북삼읍 숭오리 173,2010-12-20,481.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),석적읍 망정리 831,2010-12-20,211.0
노목 - 정자목,돌배나무 (Pyrus pyriflolia (Burm.f.) Nakai),왜관읍 석전리 661,2010-07-22,351.0
노목 - 정자목,소나무 (Pinus densiflora Siebold & Zucc.),지천면 창평리 산11,2010-03-19,161.0
노목 - 정자목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),왜관읍 매원리 341,2009-09-07,212.0
노목 - 정자목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),왜관읍 석전리 625,2009-09-07,352.0
노목 - 정자목,배롱나무 (Lagerstroemia indica L.),왜관읍 석전리 625,2009-09-07,252.0
희귀목 - 기형목,향나무 (Juniperus chinensis L.),왜관읍 석전리 625,2009-09-07,352.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),지천면 심천리 4,2008-07-03,363.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),왜관읍 석전리 835-17,2007-09-17,144.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),동명면 송산리 산149,2005-07-26,316.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),동명면 기성리 343,2005-07-26,516.0
노목 - 정자목,모과나무 (Pseudocydonia sinensis (Thouin) C.K.Schneid.),동명면 구덕리 20-4,2004-07-29,817.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),북삼읍 보손리 834,2003-11-13,318.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),기산면 각산리 1135,2003-11-11,328.0
노목 - 풍치목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),석적읍 포남리 1651,1999-07-17,472.0
거목 - 정자목,은행나무 (Ginkgo biloba L.),기산면 각산리 417,1993-08-11,938.0
노목 - 당산목,떡갈나무 (Quercus dentata Thunb.),가산면 금화리 445,1989-08-03,342.0
노목 - 당산목,팽나무 (Celtis sinensis Pers.),기산면 노석리 산14,1982-10-26,259.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),북삼읍 숭오리 1365,1982-10-26,309.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),가산면 학산리 1034,1982-10-26,459.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),석적읍 중지리 649-2,1982-10-26,659.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),석적읍 성곡리 505-6,1982-10-26,659.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),동명면 남원리 1183,1982-10-26,309.0
노목 - 당산목,은행나무 (Ginkgo biloba L.),호명면 원곡리 219,1972-08-09,548.0
거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),효자면 백석리 570,1972-08-09,348.0
거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),효자면 도촌리 86,1972-08-09,547.0
거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),은풍면 우곡리 214,1972-08-09,508.0
거목 - 당산목,음나무 (Kalopanax septemlobus (Thunb.) Koidz.),은풍면 은산리 184-1,1972-08-09,348.0
거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),감천면 미석리 121,1972-08-09,448.0
거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),보문면 오암리 153,1972-08-09,348.0
거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),보문면 신월리 산19,1972-08-09,348.0
거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),보문면 작곡리 474,1972-08-09,348.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),호명면 본리 719,1972-08-09,648.0
거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),유천면 수심리 23,1972-08-09,428.0
거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),유천면 성평리 111,1972-08-09,358.0
거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),유천면 사곡리 168,1972-08-09,638.0
거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),유천면 고산리 389,1972-08-09,438.0
거목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),유천면 화지리 49-2,1972-08-09,438.0
거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),지보면 도장리 37,1972-08-09,438.0
거목 - 정자목,회화나무 (Sophora japonica L. (환경부)  또는 Styphnolobium japonicum (L.) Schott (산림청)),풍양면 청곡리 821,1972-08-09,348.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),감천면 증거리 51,1972-08-09,548.0
