t_ce_na,t_num,t_sdate,t_ty,t_fna,t_bna,t_tty,t_age,t_fr,t_gr,t_gr_num,t_rad,t_ad
경기도 이천시청,경기-이천-60,2006-10-02,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,400,면나무,대,,경기도 이천시 마장면 덕이로 154번길 202-105,경기도 이천시 마장면 각평리 141-2
경기도 이천시청,경기-이천-59,2006-10-02,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,300,면나무,답,,경기도 이천시 마장면 마도로 204번길 115-4,경기도 이천시 마장면 관리 252
경기도 이천시청,경기-이천-58,2000-01-04,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,350,면나무,대,,경기도 이천시 백사면 원적로 661번길 19-8,경기도 이천시 백사면 경사리 371
경기도 이천시청,경기-이천-57,1982-10-15,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,170,면나무,대,,경기도 이천시 호법면 대덕산로 116번길 132-68,경기도 이천시 호법면 송갈리 267-1
경기도 이천시청,경기-이천-56,1982-10-15,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,190,면나무,대,,경기도 이천시 호법면 덕평로 437번길 26,경기도 이천시 호법면 매곡리 687
경기도 이천시청,경기-이천-55,1982-10-15,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,250,면나무,대,,경기도 이천시 호법면 덕평로 357번길 111-14,경기도 이천시 호법면 매곡리 793
경기도 이천시청,경기-이천-54,1982-10-15,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,170,면나무,답,,경기도 이천시 호법면 안평로 114번길 20-33,경기도 이천시 호법면 안평리 518
경기도 이천시청,경기-이천-53,1982-10-15,노목,은행나무과,Ginkgo biloba L.,은행나무,220,면나무,임야,,,경기도 이천시 호법면 유산리 461-1
경기도 이천시청,경기-이천-52,1982-10-15,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,250,면나무,대,,경기도 이천시 중부대로 941-3,경기도 이천시 호법면 유산리 505-2
경기도 이천시청,경기-이천-51,1982-10-15,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,250,면나무,대,,경기도 이천시 이섭대천로 206,경기도 이천시 호법면 단천리 425-8
경기도 이천시청,경기-이천-50,1982-10-15,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,190,면나무,전,,,경기도 이천시 장호원읍 나래리 423-1
경기도 이천시청,경기-이천-49,1982-10-15,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,220,면나무,전,,경기도 이천시 장호원읍 복숭아로 226,경기도 이천시 장호원읍 진암리 161-7
경기도 이천시청,경기-이천-47,1982-10-15,노목,측백나무과,Juniperus chinensis L.,향나무,300,면나무,도로,,경기도 이천시 나래천로 160번길,경기도 이천시 장호원읍 와현리 561
경기도 용인시청,경기-용인-37,1988-10-15,거목,,,느티나무,400,시·군나무,잡종지,,경기도 용인시 처인구 백암면 근곡리 388-9,경기도 용인시 처인구 백암면 근곡리 388-9
경기도 용인시청,경기-용인-1,1982-10-15,거목,,,느티나무,400,시·군나무,하천,,경기도 용인시 처인구 중부대로 1074 (삼가동),경기도 용인시 처인구 삼가동 481-14
경기도 용인시청,경기-용인-58,1982-10-15,거목,,,느티나무,270,면나무,구거,,경기도 용인시 처인구 이동읍 화산리 757,경기도 용인시 처인구 이동읍 화산리 757
경기도 용인시청,경기-용인-62,1982-10-15,거목,,,느티나무,270,면나무,하천,,경기도 용인시 처인구 이동읍 묘봉리 930-3,경기도 용인시 처인구 이동읍 묘봉리 930-3
경기도 용인시청,경기-용인-67,1982-10-15,거목,,,느티나무,150,마을나무,답,,경기도 용인시 처인구 이동읍 서리 506-5,경기도 용인시 처인구 이동읍 서리 506-5
경기도 용인시청,경기-용인-70,1988-10-15,거목,,,느티나무,240,면나무,도로,,경기도 용인시 처인구 모현읍 능원리 30-6,경기도 용인시 처인구 모현읍 능원리 30-6
경기도 용인시청,경기-용인-77,1982-10-15,거목,,,느티나무,450,시·군나무,잡종지,,경기도 용인시 처인구 모현읍 모산로 31-27,경기도 용인시 처인구 모현읍 왕산리 655-1
경기도 용인시청,경기-용인-110,1988-10-15,거목,,,느티나무,300,시·군나무,임야,,경기도 용인시 처인구 양지면 향교로13번길 17,경기도 용인시 처인구 양지면 양지리 산17-3
경기도 용인시청,경기-용인-113,1982-10-15,거목,,,느티나무,250,면나무,도로,,경기도 용인시 처인구 양지면 식금리 529,경기도 용인시 처인구 양지면 식금리 529
경기도 용인시청,경기-용인-116,1988-10-15,거목,,,은행나무,350,시·군나무,전,,경기도 용인시 처인구 포곡읍 전대리 423-8,경기도 용인시 처인구 포곡읍 전대리 423-8
경기도 용인시청,경기-용인-42,1988-10-15,거목,,,느티나무,200,면나무,잡종지,,경기도 용인시 기흥구 언남동 342-1,경기도 용인시 기흥구 언남동 342-1
경기도 용인시청,경기-용인-117,1988-10-15,거목,,,은행나무,300,시·군나무,잡종지,,경기도 용인시 처인구 포곡읍 전대로 88-6,경기도 용인시 처인구 포곡읍 전대리 359-2
경기도 용인시청,경기-용인-121,1988-10-15,거목,,,은행나무,350,시·군나무,임야,,경기도 용인시 처인구 포곡읍 신원리 산92,경기도 용인시 처인구 포곡읍 신원리 산92
경기도 용인시청,경기-용인-85,1982-10-15,거목,,,느티나무,800,도나무,답,,경기도 용인시 처인구 남사읍 완장리 554-1,경기도 용인시 처인구 남사읍 완장리 554-1
경기도 용인시청,경기-용인-6,1982-10-15,거목,,,느티나무,170,마을나무,도로,,경기도 용인시 처인구 삼가동 515,경기도 용인시 처인구 삼가동 515
경기도 용인시청,경기-용인-9,1982-10-15,거목,,,느티나무,120,마을나무,답,,경기도 용인시 처인구 유방동 121-4,경기도 용인시 처인구 유방동 121-4
경기도 용인시청,경기-용인-10,1988-10-15,거목,,,느티나무,180,마을나무,도로,,경기도 용인시 처인구 고림동 839,경기도 용인시 처인구 고림동 839
경기도 용인시청,경기-용인-11,1988-10-15,거목,,,느티나무,140,마을나무,전,,경기도 용인시 처인구 고림동 186-78,경기도 용인시 처인구 고림동 186-78
경기도 용인시청,경기-용인-12,1982-10-15,거목,,,느티나무,160,마을나무,임야,,경기도 용인시 처인구 임원로 90 (고림동),경기도 용인시 처인구 고림동 445-16
경기도 용인시청,경기-용인-124,2000-07-14,거목,,,느티나무,260,면나무,잡종지,,경기도 용인시 처인구 역북동 1,경기도 용인시 처인구 역북동 1
경기도 용인시청,경기-용인-31,1982-10-15,거목,,,향나무,200,면나무,도로,,경기도 용인시 처인구 백암면 고안리 1055,경기도 용인시 처인구 백암면 고안리 1055
경기도 용인시청,경기-용인-32,1988-10-15,거목,,,느티나무,500,도나무,임야,,경기도 용인시 처인구 백암면 용천리 산55-7,경기도 용인시 처인구 백암면 용천리 산55-7
경기도 용인시청,경기-용인-33,1988-10-15,거목,,,느티나무,500,도나무,임야,,경기도 용인시 처인구 백암면 용천리 산40,경기도 용인시 처인구 백암면 용천리 산40
경기도 용인시청,경기-용인-35,1988-10-15,거목,,,느티나무,500,도나무,답,,경기도 용인시 처인구 백암면 근창리 641-4,경기도 용인시 처인구 백암면 근창리 641-4
경기도 안성시,경기-안성-29,1996-06-11,노목,,,느티나무,426,도나무,대,,,경기도 안성시 일죽면 화봉리 117
경기도 안성시,경기-안성-30,1996-06-11,노목,,,느티나무,517,도나무,대,,,경기도 안성시 죽산면 매산리 464-1
경기도 안성시,경기-안성-31,1998-12-01,노목,,,참배나무,221,도나무,대,,,경기도 안성시 금광면 상중리 산48
경기도 안성시,경기-안성-32,1998-12-01,노목,,,산돌배,214,도나무,대,,,경기도 안성시 고삼면 삼은리 32
경기도 안성시,경기-안성-33,1999-09-01,노목,,,느티나무,423,도나무,대,,,경기도 안성시 보개면 곡천리 132
경기도 안성시,경기-안성-34,1999-09-01,노목,,,음나무,724,도나무,대,,,경기도 안성시 대덕면 죽리 17
경기도 안성시,경기-안성-35,2001-05-15,노목,,,느티나무,421,도나무,대,,,경기도 안성시 보개면 북가현리 843
경기도 안성시,경기-안성-36,2001-09-27,노목,,,은행나무,721,도나무,대,,,경기도 안성시 원곡면 칠곡리 618-1
경기도 안성시,경기-안성-37,2004-10-01,노목,,,느티나무,517,도나무,잡종지,,,경기도 안성시 일죽면 화곡리 713-2
경기도 안성시,경기-안성-38,2005-04-01,노목,,,느티나무,517,도나무,전,,,경기도 안성시 죽산면 용설리 996(거곡)
경기도 안성시,경기-안성-39,2005-04-01,노목,,,느티나무,517,도나무,전,,,경기도 안성시 죽면면 용설리 996(거곡)
경기도 안성시,경기-안성-40,2022-09-05,노목,,,향 나 무,417,도나무,대,,,경기도 안성시 금광면 석하리 390
경기도 안성시,경기-안성-41,2022-09-06,노목,,,은행나무,517,도나무,대,,,경기도 안성시 보개면 구사리 401-2
경기도 안성시,경기-안성-42,2009-10-05,노목,,,느티나무,501,도나무,대,,,경기도 안성시 금광면 내우리 565-2
경기도 안성시,안성-1,2004-12-01,노목,,,소나무,200,시·군나무,임야,,,경기도 안성시 금광면 사흥리 산87
경기도 안성시,안성-2,2004-12-01,노목,,,소나무,200,시·군나무,임야,,,경기도 안성시 대덕면 소현리 산25-1
경기도 안성시,안성-3,2004-12-01,노목,,,소나무,220,시·군나무,전,,,경기도 안성시 대덕면 대농리90
경기도 안성시,안성-4,2004-12-01,노목,,,소나무,200,시·군나무,임야,,,경기도 안성시 양성면 덕봉리 산47-1
경기도 안성시,안성-5,2004-12-01,노목,,,소나무,200,시·군나무,임야,,,경기도 안성시 죽산면 칠장리 산77
경기도 안성시,안성-6,2004-12-01,노목,,,소나무,200,시·군나무,임야,,경기도 안성시 죽산면 칠장로 359-6,경기도 안성시 죽산면 칠장리 산81-2
경기도 안성시,안성-7,2004-12-01,노목,,,소나무,250,시·군나무,전,,,경기도 안성시 보개면 오두리46-5
경기도 안성시,안성-8,2004-12-01,노목,,,회화나무,400,시·군나무,전,,경기도 안성시 공도읍 방축안말길 13-8,경기도 안성시 공도읍 마정리94-3
경기도 안성시,안성-9,2004-12-01,노목,,,느티나무,300,시·군나무,전,,,경기도 안성시 보개면 가율리426-5
경기도 안성시,안성-10,2004-12-01,노목,,,소나무,250,시·군나무,전,,,경기도 안성시 보개면 북가현리 611-1
경기도 안성시,안성-11,2004-12-01,노목,,,소나무,300,시·군나무,임야,,,경기도 안성시 보개면 북가현리 산49
경기도 안성시,안성-13,2004-12-01,노목,,,느티나무,150,시·군나무,도로,,,경기도 안성시 금광면 옥정리 572
경기도 안성시,안성-14,2004-12-01,노목,,,느티나무,150,시·군나무,도로,,,경기도 안성시 금광면 옥정리 572
경기도 이천시청,경기-이천-46,1982-10-15,노목,은행나무과,Ginkgo biloba L.,은행나무,300,면나무,임야,,,경기도 이천시 장호원읍 송산리 223-1
경기도 이천시청,경기-이천-45,1982-10-15,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,300,면나무,도로,,경기도 이천시 장호원읍 복숭아로 156-1,경기도 이천시 장호원읍 진암리 731
경기도 이천시청,경기-이천-44,1982-10-15,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,160,면나무,유지,,,경기도 이천시 율면 월포리 880-2
경기도 이천시청,경기-이천-43,1982-10-15,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,160,면나무,임야,,,경기도 이천시 율면 산성리 산77-9
경기도 이천시청,경기-이천-42,1982-10-15,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,260,면나무,임야,,,경기도 이천시 율면 신추리 665-1
경기도 이천시청,경기-이천-41,1998-08-01,노목,은행나무과,Ginkgo biloba L.,은행나무,260,면나무,대,,경기도 이천시 율면 임오산로 362번길 48-10,경기도 이천시 율면 월포리 191
경기도 이천시청,경기-이천-40,1982-10-15,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,280,면나무,임야,,경기도 이천시 율면 고월로 77번길 11-2,경기도 이천시 율면 고당리 209-6
경기도 이천시청,경기-이천-39,1982-10-15,노목,느릅나무과,Zelkova serrata (Thunb.) Makino,느티나무,300,면나무,대,,경기도 이천시 율면 금율로 660번길 345-34,경기도 이천시 율면 오성리 72
경기도 이천시청,경기-이천-38,1982-10-15,노목,은행나무과,Ginkgo biloba L.,은행나무,500,면나무,임야,,,경기도 이천시 율면 오성리 산55
경기도 이천시청,경기-이천-37,1982-10-15,노목,측백나무과,Juniperus chinensis L.,향나무,160,면나무,구거,,경기도 이천시 모가면 진상미로 1178번길 17-34,경기도 이천시 모가면 서경리 508
경기도 용인시청,경기-용인-36,1988-10-15,거목,,,느티나무,150,마을나무,전,,경기도 용인시 처인구 백암면 근곡리 275-6,경기도 용인시 처인구 백암면 근곡리 275-6
경기도 용인시청,경기-용인-38,1988-10-15,거목,,,느티나무,300,시·군나무,잡종지,,경기도 용인시 처인구 백암면 근곡리 388-9,경기도 용인시 처인구 백암면 근곡리 388-9
경기도 용인시청,경기-용인-39,1992-03-31,거목,,,느티나무,280,면나무,유지,,경기도 용인시 처인구 백암면 옥산리 1044-1,경기도 용인시 처인구 백암면 옥산리 1044-1
경기도 용인시청,경기-용인-40,1982-10-15,거목,,,느티나무,200,면나무,전,,경기도 용인시 처인구 백암면 박곡리 408,경기도 용인시 처인구 백암면 박곡리 408
경기도 용인시청,경기-용인-126,2003-08-30,거목,,,왕버들나무,150,마을나무,하천,,경기도 용인시 처인구 백암면 근창리 657-1,경기도 용인시 처인구 백암면 근창리 657-1
경기도 용인시청,경기-용인-57,1982-10-15,거목,,,은행나무,200,면나무,잡종지,,경기도 용인시 처인구 이동읍 화산로94번길 20-2,경기도 용인시 처인구 이동읍 화산리 591-5
경기도 용인시청,경기-용인-61,1982-10-15,거목,,,느티나무,400,시·군나무,답,,경기도 용인시 처인구 이동읍 묘봉리 298-2,경기도 용인시 처인구 이동읍 묘봉리 298-2
경기도 용인시청,경기-용인-64,1982-10-15,거목,,,느티나무,300,시·군나무,잡종지,,경기도 용인시 처인구 이동읍 안터로50번길 11-5,경기도 용인시 처인구 이동읍 시미리 366-9
경기도 용인시청,경기-용인-66,1982-10-15,거목,,,느티나무,120,마을나무,잡종지,,경기도 용인시 처인구 이동읍 구수동로6번길 96,경기도 용인시 처인구 이동읍 서리 90
경기도 용인시청,경기-용인-68,1982-10-15,거목,,,굴참나무,270,면나무,임야,,경기도 용인시 처인구 이동읍 묵리 산56-1,경기도 용인시 처인구 이동읍 묵리 산56-1
경기도 용인시청,경기-용인-69,1982-10-15,거목,,,느티나무,200,면나무,도로,,경기도 용인시 처인구 이동읍 어비리 1383,경기도 용인시 처인구 이동읍 어비리 1383
경기도 용인시청,경기-용인-71,1982-10-15,거목,,,향나무,250,면나무,임야,,경기도 용인시 처인구 모현읍 능원리 70,경기도 용인시 처인구 모현읍 능원리 70
경기도 용인시청,경기-용인-72,1988-10-15,거목,,,은행나무,360,시·군나무,잡종지,,경기도 용인시 처인구 모현읍 초부로 84-3,경기도 용인시 처인구 모현읍 초부리 119-2
경기도 용인시청,경기-용인-74,1982-10-15,거목,,,느티나무,350,시·군나무,하천,,경기도 용인시 처인구 모현읍 초부리 157-2,경기도 용인시 처인구 모현읍 초부리 157-2
경기도 용인시청,경기-용인-75,1988-10-15,거목,,,느티나무,400,시·군나무,잡종지,,경기도 용인시 처인구 모현읍 왕담로 140-1,경기도 용인시 처인구 모현읍 왕산리 453-1
경기도 용인시청,경기-용인-76,1982-10-15,거목,,,느티나무,120,마을나무,임야,,경기도 용인시 처인구 모현읍 왕산리 464-4,경기도 용인시 처인구 모현읍 왕산리 464-4
경기도 용인시청,경기-용인-80,1988-10-15,거목,,,느티나무,300,시·군나무,도로,,경기도 용인시 처인구 모현읍 동림리 390,경기도 용인시 처인구 모현읍 동림리 390
경기도 용인시청,경기-용인-106,1988-10-15,거목,,,소나무,110,마을나무,임야,,경기도 용인시 처인구 원삼면 목신리 75-2,경기도 용인시 처인구 원삼면 목신리 75-2
경기도 용인시청,경기-용인-108,1988-10-15,거목,,,은행나무,500,도나무,전,,경기도 용인시 처인구 양지면 송문리 356,경기도 용인시 처인구 양지면 송문리 356
경기도 용인시청,경기-용인-111,1982-10-15,거목,,,은행나무,200,면나무,잡종지,,경기도 용인시 처인구 양지면 향교로13번길 20,경기도 용인시 처인구 양지면 양지리 379
경기도 용인시청,경기-용인-112,1987-10-04,거목,,,느티나무,280,면나무,구거,,경기도 용인시 처인구 양지면 대대리 945,경기도 용인시 처인구 양지면 대대리 945
경기도 용인시청,경기-용인-114,1982-10-15,거목,,,은행나무,150,마을나무,구거,,경기도 용인시 처인구 양지면 추계리 333,경기도 용인시 처인구 양지면 추계리 333
경기도 용인시청,경기-용인-115,1988-10-15,거목,,,느티나무,250,면나무,잡종지,,경기도 용인시 처인구 양지면 남평로199번길 57-1,경기도 용인시 처인구 양지면 제일리 247-1
경기도 안성시,안성-15,2004-12-01,노목,,,느티나무,150,시·군나무,도로,,,경기도 안성시 금광면 옥정리 572
경기도 안성시,안성-16,2004-12-01,노목,,,느티나무,150,시·군나무,도로,,,경기도 안성시 금광면 옥정리 572
경기도 안성시,안성-17,2004-12-01,노목,,,느티나무,150,시·군나무,도로,,,경기도 안성시 금광면 옥정리 572
경기도 안성시,안성-18,2004-12-01,노목,,,느티나무,150,시·군나무,도로,,,경기도 안성시 금광면 옥정리 572
경기도 안성시,안성-19,2004-12-01,노목,,,느티나무,500,시·군나무,도로,,,경기도 안성시 금광면 옥정리 625
경기도 안성시,안성-20,2004-12-01,노목,,,느티나무,300,시·군나무,전,,,경기도 안성시 금광면 삼흥리 357
경기도 안성시,안성-21,2004-12-01,노목,,,느티나무,400,시·군나무,전,,,경기도 안성시 금광면 신양복리 296-1
경기도 안성시,안성-22,2004-12-01,노목,,,느티나무,350,시·군나무,임야,,,경기도 안성시 금광면 사흥리 산165
경기도 안성시,안성-23,2004-12-01,노목,,,느티나무,350,시·군나무,임야,,,경기도 안성시 금광면 사흥리 산165
경기도 안성시,안성-24,2004-12-01,노목,,,박달나무,350,시·군나무,도로,,경기도 안성시 금광면 사흥길 95,경기도 안성시 금광면 사흥리 733
경기도 안성시,안성-25,2004-12-01,노목,,,느티나무,400,시·군나무,전,,,경기도 안성시 금광면 장죽리 661
경기도 안성시,안성-26,2004-12-01,노목,,,느티나무,600,시·군나무,전,,경기도 안성시 금광면 배티로 703-11,경기도 안성시 금광면 오산리 502
경기도 안성시,안성-27,2004-12-01,노목,,,느티나무,300,시·군나무,전,,,경기도 안성시 금광면 상중리 20-2
경기도 안성시,안성-28,2004-12-01,노목,,,느티나무,150,시·군나무,전,,경기도 안성시 금광면 배티로 211,경기도 안성시 금광면 상중리 392-1
경기도 안성시,안성-29,2004-12-01,노목,,,느티나무,150,시·군나무,전,,경기도 안성시 금광면 배티로 211,경기도 안성시 금광면 상중리 392-1
경기도 안성시,안성-30,2004-12-01,노목,,,느티나무,350,시·군나무,전,,,경기도 안성시 금광면 오산리 538-25
경기도 안성시,안성-31,2004-12-01,노목,,,은행나무,150,시·군나무,전,,,경기도 안성시 금광면 오산리 156-1
경기도 안성시,안성-32,2004-12-01,노목,,,소나무,100,시·군나무,전,,,경기도 안성시 금광면 오산리 540
경기도 안성시,안성-33,2004-12-01,노목,,,느티나무,400,시·군나무,전,,,경기도 안성시 서운면 신능리 69-4
경기도 안성시,안성-34,2004-12-01,노목,,,느티나무,300,시·군나무,전,,,경기도 안성시 서운면 신능리 190-1
경기도 안성시,안성-36,2004-12-01,노목,,,느티나무,250,시·군나무,전,,경기도 안성시 서운면 바우덕이로 127,경기도 안성시 서운면 양촌리 205
경기도 안성시,안성-37,2004-12-01,노목,,,느티나무,300,시·군나무,전,,,경기도 안성시 서운면 신촌리 16-1
경기도 안성시,안성-38,2004-12-01,노목,,,느티나무,500,시·군나무,전,,,경기도 안성시 서운면 북산리 산6
경기도 안성시,안성-39,2004-12-01,노목,,,벚나무,200,시·군나무,전,,,경기도 안성시 서운면 산평리 316-3
경기도 안성시,안성-41,2004-12-01,노목,,,소나무,300,시·군나무,전,,,경기도 안성시 대덕면 진현리 379-4
경기도 안성시,안성-42,2004-12-01,노목,,,회화나무,400,시·군나무,전,,,경기도 안성시 대덕면 삼한리 94-1
경기도 안성시,안성-43,2004-12-01,노목,,,느티나무,700,시·군나무,전,,경기도 안성시 양성면 염티길 174-1,경기도 안성시 양성면 노곡리 161-1
경기도 안성시,안성-44,2004-12-01,노목,,,느티나무,300,시·군나무,전,,,경기도 안성시 양성면 노곡3리179(
경기도 안성시,안성-45,2004-12-01,노목,,,느티나무,300,시·군나무,전,,경기도 안성시 양성면 산정산우물길 48,경기도 안성시 양성면 산정리184
경기도 안성시,안성-46,2004-12-01,노목,,,느티나무,500,시·군나무,전,,,경기도 안성시 양성면 난실2리126-2
경기도 안성시,안성-47,2004-12-01,노목,,,느티나무,400,시·군나무,전,,,경기도 안성시 양성면 추조리64
경기도 안성시,안성-48,2004-12-01,노목,,,느티나무,300,시·군나무,전,,,경기도 안성시 양성면 방축1리496
경기도 안성시,안성-49,2004-12-01,노목,,,느티나무,300,시·군나무,전,,경기도 안성시 양성면 교동길 33-4,경기도 안성시 양성면 동항2리114
경기도 안성시,안성-51,2004-12-01,노목,,,팽나무,300,시·군나무,전,,,경기도 안성시 양성면 구장리230-1
경기도 안성시,안성-52,2004-12-01,노목,,,팽나무,300,시·군나무,전,,,경기도 안성시 양성면 구장리230-1
경기도 안성시,안성-53,2004-12-01,노목,,,왕버들,250,시·군나무,전,,,경기도 안성시 양성면 방신리453-4
경기도 안성시,안성-54,2004-12-01,노목,,,왕버들,250,시·군나무,전,,,경기도 안성시 양성면 방신리453-4
경기도 안성시,안성-55,2004-12-01,노목,,,왕버들,250,시·군나무,전,,,경기도 안성시 양성면 방신리453-4
경기도 안성시,안성-57,2004-12-01,노목,,,느티나무,600,시·군나무,전,,경기도 안성시 원곡면 원당로 51-7,경기도 안성시 원곡면 칠곡리629-3
경기도 안성시,안성-58,2004-12-01,노목,,,느티나무,300,시·군나무,전,,경기도 안성시 원곡면 새터길 74,경기도 안성시 원곡면 내가천리117
경기도 안성시,안성-59,2004-12-01,노목,,,느티나무,250,시·군나무,전,,경기도 안성시 원곡면 주정길 34-5,경기도 안성시 원곡면 반제리360
경기도 안성시,안성-60,2004-12-01,노목,,,느티나무,600,시·군나무,전,,,경기도 안성시 원곡면 성은리56
경기도 안성시,안성-61,2004-12-01,노목,,,회나무,550,시·군나무,전,,경기도 안성시 원곡면 지산길 11,경기도 안성시 원곡면 지문리466-1
경기도 안성시,안성-62,2004-12-01,노목,,,느티나무,300,시·군나무,전,,,경기도 안성시 일죽면 화곡리 739
경기도 안성시,안성-63,2004-12-01,노목,,,아카시아,250,시·군나무,전,,경기도 안성시 일죽면 주래본죽로 49-13,경기도 안성시 일죽면 주천리466-15
경기도 안성시,안성-64,2004-12-01,노목,,,느티나무,250,시·군나무,전,,경기도 안성시 일죽면 마림길 41-1,경기도 안성시 일죽면 죽림리 275-1
경기도 안성시,안성-65,2004-12-01,노목,,,느티나무,300,시·군나무,전,,경기도 안성시 일죽면 종배길 165,경기도 안성시 일죽면 죽림리 357
경기도 안성시,안성-66,2004-12-01,노목,,,느티나무,500,시·군나무,전,,,경기도 안성시 일죽면 고은리 124
경기도 안성시,안성-67,2004-12-01,노목,,,음나무,500,시·군나무,전,,,경기도 안성시 일죽면 고은리 124
경기도 안성시,안성-68,2004-12-01,노목,,,은행나무,200,시·군나무,전,,경기도 안성시 일죽면 율동길 77-7,경기도 안성시 일죽면 금산리 162-2
경기도 안성시,안성-69,2004-12-01,노목,,,느티나무,400,시·군나무,전,,,경기도 안성시 일죽면 금산리312-1
경기도 안성시,안성-70,2004-12-01,노목,,,느티나무,450,시·군나무,전,,,경기도 안성시 죽산면 죽산리348
경기도 안성시,안성-71,2004-12-01,노목,,,느티나무,450,시·군나무,전,,,경기도 안성시 죽산면 장계리601
경기도 안성시,안성-72,2004-12-01,노목,,,느티나무,450,시·군나무,전,,,경기도 안성시 죽산면 장계리601
경기도 안성시,안성-73,2004-12-01,노목,,,전나무,300,시·군나무,전,,,경기도 안성시 삼죽면 율곡리44
경기도 안성시,안성-76,2004-12-01,노목,,,느티나무,400,시·군나무,전,,,경기도 안성시 삼죽면 덕산리 437
경기도 안성시,안성-77,2004-12-01,노목,,,느티나무,250,시·군나무,전,,,경기도 안성시 삼죽면 덕산리 437
경기도 안성시,안성-78,2004-12-01,노목,,,느티나무,250,시·군나무,전,,,경기도 안성시 삼죽면 덕산리 433-1
경기도 안성시,안성-79,2004-12-01,노목,,,느티나무,350,시·군나무,전,,경기도 안성시 삼죽면 서동대로 6054-6,경기도 안성시 삼죽면 미장리 430-6
경기도 안성시,안성-80,2004-12-01,노목,,,느티나무,200,시·군나무,전,,,경기도 안성시 삼죽면 진촌리 327
경기도 안성시,안성-81,2004-12-01,노목,,,느티나무,250,시·군나무,전,,,경기도 안성시 삼죽면 기솔리 111
경기도 안성시,안성-82,2004-12-01,노목,,,느티나무,300,시·군나무,전,,,경기도 안성시 삼죽면 기솔리 222
경기도 안성시,안성-83,2004-12-01,노목,,,느티나무,350,시·군나무,전,,,경기도 안성시 삼죽면 기솔리 380
경기도 안성시,안성-84,2004-12-01,노목,,,은행나무,350,시·군나무,전,,,경기도 안성시 삼죽면 기솔리 321-4
경기도 안성시,안성-85,2004-12-01,노목,,,은행나무,250,시·군나무,전,,경기도 안성시 삼죽면 덕계실1길 1,경기도 안성시 삼죽면 마전리195-1
경기도 안성시,안성-86,2004-12-01,노목,,,느티나무,300,시·군나무,전,,,경기도 안성시 고삼면 가유리 145
경기도 안성시,안성-87,2004-12-01,노목,,,느티나무,300,시·군나무,전,,,경기도 안성시 고삼면 가유리 82
경기도 안성시,안성-88,2004-12-01,노목,,,느티나무,300,시·군나무,전,,,경기도 안성시 고삼면 가유리 산59
경기도 안성시,안성-89,2004-12-01,노목,,,느티나무,300,시·군나무,전,,경기도 안성시 고삼면 풀무골길 38,경기도 안성시 고삼면 쌍지리 251-1
경기도 안성시,안성-90,2004-12-01,노목,,,느티나무,300,시·군나무,전,,경기도 안성시 고삼면 창말길 28,경기도 안성시 고삼면 신창리 152-1
경기도 안성시,안성-91,2004-12-01,노목,,,느티나무,300,시·군나무,전,,경기도 안성시 고삼면 샘실길 124-2,경기도 안성시 고삼면 신창리 172
경기도 안성시,안성-92,2004-12-01,노목,,,버드나무,300,시·군나무,전,,,경기도 안성시 고삼면 봉산리 205-1
경기도 안성시,안성-93,2004-12-01,노목,,,느티나무,300,시·군나무,전,,,경기도 안성시 고삼면 봉산리 268
경기도 안성시,안성-94,2004-12-01,노목,,,느티나무,300,시·군나무,전,,,경기도 안성시 고삼면 봉산리 270-5
경기도 안성시,안성-95,2004-12-01,노목,,,소나무,200,시·군나무,전,,,경기도 안성시 고삼면 봉산리 산36
경기도 안성시,안성-96,2004-12-01,노목,,,소나무,200,시·군나무,전,,,경기도 안성시 고삼면 봉산리 산36
경기도 안성시,안성-97,2004-12-01,노목,,,소나무,200,시·군나무,전,,경기도 안성시 고삼면 이전봉산길 217,경기도 안성시 고삼면 봉산리 270-4
경기도 안성시,안성-98,2004-12-01,노목,,,소나무,200,시·군나무,전,,경기도 안성시 고삼면 이전봉산길 217,경기도 안성시 고삼면 봉산리 270-4
경기도 안성시,안성-99,2004-12-01,노목,,,느티나무,450,시·군나무,전,,,경기도 안성시 구포동 186-1
경기도 안성시,안성-100,2004-12-01,노목,,,느티나무,400,시·군나무,전,,,경기도 안성시 명륜동 118
경기도 안성시,안성-101,2004-12-01,노목,,,느티나무,400,시·군나무,전,,,경기도 안성시 명륜동 118
