t_ce_na,t_num,t_sdate,t_ty,t_fna,t_bna,t_tty,t_age,t_fr,t_gr,t_gr_num,t_rad,t_ad
정원산림과,15-22-11-1,1982-12-03,노목,,Celtis sinensis,팽나무,376,시·군나무,임야,,,안좌면 여흘리 산163
정원산림과,15-22-11-1,1982-12-03,노목,,Celtis sinensis,팽나무,376,시·군나무,임야,,,안좌면 여흘리 산163
정원산림과,15-22-11-1,1982-12-03,노목,,Celtis sinensis,팽나무,376,시·군나무,임야,,,안좌면 여흘리 산163
정원산림과,15-22-11-1,1982-12-03,노목,,Celtis sinensis,팽나무,376,시·군나무,임야,,,안좌면 여흘리 산163
정원산림과,15-22-11-1,1982-12-03,노목,,Celtis sinensis,팽나무,376,시·군나무,임야,,,안좌면 여흘리 산163
정원산림과,15-22-11-1,1982-12-03,노목,,Celtis sinensis,팽나무,376,시·군나무,임야,,,안좌면 여흘리 산163
정원산림과,15-22-11-1,1982-12-03,노목,,Celtis sinensis,팽나무,376,시·군나무,임야,,,안좌면 여흘리 산163
정원산림과,15-22-11-1,1982-12-03,노목,,Celtis sinensis,팽나무,376,시·군나무,임야,,,안좌면 여흘리 산163
정원산림과,15-22-11-1,1982-12-03,노목,,Celtis sinensis,팽나무,376,시·군나무,임야,,,안좌면 여흘리 산163
전라남도 담양군청,15-6-7-20,2012-04-12,거목,느릅나무과,Zelkova serrata makino,느티나무,253,면나무,구거,,,전라남도 담양군 무정면 동산리 1144-1
전라남도 담양군청,15-6-7-2,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,351,시·군나무,대,,전라남도 담양군 무정면 옻재길 10,전라남도 담양군 무정면 봉안리 740
전라남도 담양군청,15-6-7-19,2011-09-29,거목,느릅나무과,Zelkova serrata makino,느티나무,354,시·군나무,도로,,전라남도 담양군 무정면 내당길 56,전라남도 담양군 무정면 오룡리 462-1
전라남도 담양군청,15-6-7-18,2006-09-13,노목,느릅나무과,Zelkova serrata makino,느티나무,309,시·군나무,대,,전라남도 담양군 무정면 등룡길 41-2,전라남도 담양군 무정면 오례리 645-2
전라남도 담양군청,15-6-7-17,2005-10-24,노목,느릅나무과,Zelkova serrata makino,느티나무,310,시·군나무,잡종지,,,전라남도 담양군 무정면 안평리 519
전라남도 담양군청,15-6-7-16,2004-08-26,노목,느릅나무과,Zelkova serrata makino,느티나무,211,면나무,임야,,,전라남도 담양군 무정면 성도리 497-1
전라남도 담양군청,15-6-7-15,2002-12-02,노목,소나무과,pinus densiflora siebold,소나무,463,시·군나무,답,,,전라남도 담양군 무정면 서흥리 725
전라남도 담양군청,15-6-7-14,2002-12-02,거목,느릅나무과,Zelkova serrata makino,느티나무,363,시·군나무,답,,,전라남도 담양군 무정면 서흥리 647
전라남도 담양군청,15-6-7-12,2002-12-02,거목,느릅나무과,Zelkova serrata makino,느티나무,333,시·군나무,답,,,전라남도 담양군 무정면 봉안리 225-1
전라남도 담양군청,15-6-7-11,2002-12-02,거목,느릅나무과,Zelkova serrata makino,느티나무,413,시·군나무,임야,,,전라남도 담양군 무정면 동산리 229
전라남도 담양군청,15-6-7-10,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,351,시·군나무,구거,,,전라남도 담양군 무정면 서흥리 산244
전라남도 담양군청,15-6-7-1,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,398,시·군나무,도로,,,전라남도 담양군 무정면 동산리 1170
전라남도 담양군청,15-6-6-9,1995-08-02,거목,느릅나무과,Zelkova serrata makino,느티나무,325,시·군나무,도로,,,전라남도 담양군 대덕면 문학리 212-5
전라남도 담양군청,15-6-6-8,1995-08-02,거목,느릅나무과,Zelkova serrata makino,느티나무,425,시·군나무,대,,,전라남도 담양군 대덕면 문학리 426
전라남도 담양군청,15-6-6-7,1995-08-02,거목,느릅나무과,Zelkova serrata makino,느티나무,320,시·군나무,도로,,,전라남도 담양군 대덕면 운암리 1047
전라남도 담양군청,15-6-6-6,1995-08-02,거목,느릅나무과,Zelkova serrata makino,느티나무,475,시·군나무,임야,,,전라남도 담양군 대덕면 금산리 698-9
전라남도 담양군청,15-6-6-5,1995-08-02,거목,느릅나무과,Zelkova serrata makino,느티나무,475,시·군나무,대,,,전라남도 담양군 대덕면 금산리 783
전라남도 담양군청,15-6-6-4,1995-08-02,거목,느릅나무과,Zelkova serrata makino,느티나무,372,시·군나무,도로,,,전라남도 담양군 대덕면 금산리 1125
전라남도 담양군청,15-6-6-3,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,482,시·군나무,도로,,전라남도 담양군 대덕면 장산리 603,전라남도 담양군 대덕면 장산리 603
전라남도 담양군,15-6-6-23,2020-08-03,노목+희귀목,차나무과,Camellia japonica L.,동백나무,195,시·군나무,대,,전라남도 담양군 대덕면 대소산길 38-5,전라남도 담양군 대덕면 장산리 341
전라남도 담양군청,15-6-6-22,2017-11-21,거목,느릅나무과,Zelkova serrata makino,느티나무,100,시·군나무,도로,,,전라남도 담양군 대덕면 성곡리 318-1
전라남도 담양군청,15-6-6-21,2011-11-23,노목,느릅나무과,orunus mume siebold,매화나무,400,시·군나무,임야,,,전라남도 담양군 대덕면 장산리 산84
전라남도 담양군청,15-6-6-20,2010-07-07,거목,소나무과,pinus densiflora siebold,소나무,300,시·군나무,임야,,,전라남도 담양군 대덕면 금산리 산41
전라남도 담양군청,15-6-6-2,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,301,시·군나무,대,,,전라남도 담양군 대덕면 장산리 438-1
전라남도 담양군청,15-6-6-19,2009-05-22,거목,느릅나무과,Zelkova serrata makino,느티나무,306,시·군나무,답,,,전라남도 담양군 대덕면 갈전리 산121
전라남도 담양군청,15-6-6-17,2006-09-13,거목,느릅나무과,Zelkova serrata makino,느티나무,509,시·군나무,하천,,,전라남도 담양군 대덕면 운산리 761
전라남도 담양군청,15-6-6-16,2004-08-26,거목,느릅나무과,Zelkova serrata makino,느티나무,357,시·군나무,임야,,,전라남도 담양군 대덕면 갈전리 357
전라남도 담양군청,15-6-6-15,2002-12-02,노목,느릅나무과,Zelkova serrata makino,느티나무,196,마을나무,도로,,,전라남도 담양군 대덕면 운암리 784
전라남도 담양군청,15-6-6-14,2002-12-02,거목,느릅나무과,Zelkova serrata makino,느티나무,193,마을나무,대,,전라남도 담양군 대덕면 하운길 45,전라남도 담양군 대덕면 운암리 733-1
전라남도 담양군청,15-6-6-13,2002-12-02,거목,느릅나무과,Zelkova serrata makino,느티나무,113,마을나무,임야,,,전라남도 담양군 대덕면 용대리 228
전라남도 담양군청,15-6-6-12,1995-08-02,거목,느릅나무과,Zelkova serrata makino,느티나무,320,시·군나무,임야,,,전라남도 담양군 대덕면 갈전리 757
전라남도 담양군청,15-6-6-11,1995-08-02,노목,느릅나무과,Zelkova serrata makino,느티나무,405,시·군나무,도로,,전라남도 담양군 대덕면 하갈길 15-3,전라남도 담양군 대덕면 갈전리 456-2
전라남도 담양군청,15-6-6-10,1995-08-02,노목,느릅나무과,Zelkova serrata makino,느티나무,375,시·군나무,도로,,,전라남도 담양군 대덕면 입석리 산12-1
전라남도 담양군청,15-6-6-1,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,251,면나무,대,,전라남도 담양군 대덕면 사창길 19,전라남도 담양군 대덕면 매산리 179-1
전라남도 담양군청,15-6-5-9,2002-12-02,거목,"느릅나무과, 버드나무과, 느릅나무과","Zelkova serrata makino, salix chaenomeloides kimura, Zelkova serrata makino","느티5,버드6,팽1",400,시·군나무,잡종지,,,전라남도 담양군 창평면 일산리 58
전라남도 담양군청,15-6-5-8,1995-08-02,거목,"콩과, 느릅나무과","sophora japonica L , celtis sinensis pers","회화,팽",235,면나무,임야,,,전라남도 담양군 창평면 오강리 208-2
전라남도 담양군청,15-6-5-6,1982-12-03,노목,"느릅나무과, 버드나무과","Zelkova serrata makino, salix chaenomeloides kimura",느티 1 버드3,181,마을나무,도로,,,전라남도 담양군 창평면 유곡리 33-2
전라남도 담양군청,15-6-5-5,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,201,면나무,대,,전라남도 담양군 창평면 돌담길 8,전라남도 담양군 창평면 창평리 475-1
전라남도 담양군청,15-6-5-4,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,281,면나무,잡종지,,,전라남도 담양군 창평면 외동리 487
전라남도 담양군청,15-6-5-3,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,401,시·군나무,도로,,,전라남도 담양군 창평면 유천리 498-4
전라남도 담양군청,15-6-5-25,2020-08-03,노목+거목,느릅나무과,Zelkova serrata makino,느티나무,300,시·군나무,대,,전남 담양군 창평면 오강리 467-3,전라남도 담양군 창평면 오강리 467-3
전라남도 담양군청,15-6-5-24,2020-08-03,노목,소나무과,pinus densiflora siebold,소나무,109,마을나무,임야,,,전라남도 담양군 창평면 유천리 산2-1
전라남도 담양군청,15-6-5-23,2019-09-27,노목,"소나무과, 참나무과",pinus densiflora siebold,소1 참나무1,200,마을나무,도로,,,전라남도 담양군 창평면 유천리 268-8
전라남도 담양군청,15-6-5-22,2017-11-21,노목,버드나무과,salix chaenomeloides kimura,버드나무,300,마을나무,하천,,,전라남도 담양군 창평면 용수리 720-1
전라남도 담양군청,15-6-5-21,2016-09-21,노목,장미과,orunus mume siebold,매화나무,150,마을나무,대,,전라남도 담양군 창평면 화양길 79-14,전라남도 담양군 창평면 장화리 산48
전라남도 담양군청,15-6-5-20,2015-04-06,노목,소나무과,pinus densiflora siebold,소나무,150,마을나무,답,,,전라남도 담양군 창평면 광덕리 600-1
전라남도 담양군청,15-6-5-2,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,371,시·군나무,대,,전라남도 담양군 창평면 돌담길 9,전라남도 담양군 창평면 창평리 82-2
전라남도 담양군청,15-6-5-19,2015-04-06,거목,소나무과,pinus densiflora siebold,소나무,250,면나무,임야,,,전라남도 담양군 창평면 광덕리 산228
전라남도 담양군청,15-6-5-17,2012-06-18,거목,느릅나무과,Zelkova serrata makino,느티나무,203,면나무,도로,,,전라남도 담양군 창평면 외동리 산89-2
전라남도 담양군청,15-6-5-16,2012-04-12,희귀목,소나무과,pinus densiflora siebold,소나무,150,마을나무,대,,전라남도 담양군 창평면 장전가흥길 67-17,전라남도 담양군 창평면 장화리 498
전라남도 담양군청,15-6-5-15,2012-04-12,노목,느릅나무과,Zelkova serrata makino,느티나무,253,면나무,도로,,,전라남도 담양군 창평면 창평리 648-3
전라남도 담양군청,15-6-5-14,2012-04-12,노목,느릅나무과,Zelkova serrata makino,느티나무,253,면나무,도로,,,전라남도 담양군 창평면 해곡리 199-2
전라남도 담양군청,15-6-5-13,2012-04-12,노목,느릅나무과,Zelkova serrata makino,느티나무,250,면나무,잡종지,,전라남도 담양군 창평면 유해곡길 265,전라남도 담양군 창평면 해곡리 592-2
전라남도 담양군청,15-6-5-12,2011-11-23,노목,장미과,orunus mume siebold,매화나무,250,면나무,대,,전라남도 담양군 창평면 얼그실길10-10,전라남도 담양군 창평면 해곡리 230
전라남도 담양군청,15-6-5-11,2011-09-29,노목,느릅나무과,Zelkova serrata makino,느티나무,500,시·군나무,잡종지,,전라남도 담양군 창평면 광덕길322-2,전라남도 담양군 창평면 광덕리 39
전라남도 담양군청,15-6-5-10,2005-10-24,노목,느릅나무과,Zelkova serrata makino,느티나무,410,시·군나무,잡종지,,,전라남도 담양군 창평면 유곡리 640-10
전라남도 담양군청,15-6-5-1,1994-05-09,거목,느릅나무과,Zelkova serrata makino,느티나무,427,시·군나무,임야,,,전라남도 담양군 창평면 장화리 산19
전라남도 담양군청,15-6-4-9,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,333,시·군나무,도로,,,전라남도 담양군 가사문학면 무동리 333-2
전라남도 담양군청,15-6-4-8,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,372,시·군나무,임야,,,전라남도 담양군 가사문학면 구산리 194-3
전라남도 담양군청,15-6-4-7,1991-01-07,노목,버드나무과,salix chaenomeloides kimura,왕버들,174,마을나무,하천,,,전라남도 담양군 가사문학면 정곡리 600
전라남도 담양군청,15-6-4-6,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,351,시·군나무,잡종지,,,전라남도 담양군 가사문학면 가암리 505
전라남도 담양군청,15-6-4-5,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,333,시·군나무,구거,,전라남도 담양군 가사문학면 백아로 2609-15,전라남도 담양군 가사문학면 구산리 554
전라남도 담양군청,15-6-4-3,1982-12-03,거목,은행나무과,ginkgo biloba L,은행나무,353,시·군나무,도로,,,전라남도 담양군 가사문학면 지곡리 354
전라남도 담양군청,15-6-4-2,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,401,시·군나무,대,,전라남도 담양군 가사문학면 인암길 19-4,전라남도 담양군 가사문학면 인암리 72
젅라남도 담양군,15-6-4-19,2020-11-25,노목+거목,콩과,Sophora?japonica,회화나무,400,시·군나무,도로,,전남 담양군 가사문학면 연천리 165-2,전라남남 담양군 가사문학면 연천리 165-2
전라남도 담양군청,15-6-4-18,2017-11-21,거목,느릅나무과,Zelkova serrata makino,느티나무,300,면나무,하천,,,전라남도 담양군 가사문학면 가암리 582
전라남도 담양군청,15-6-4-17,2015-04-06,거목,느릅나무과,Zelkova serrata makino,느티나무,250,면나무,잡종지,,,전라남도 담양군 가사문학면 무동리 162
전라남도 담양군청,15-6-4-16,2012-04-12,거목,느릅나무과,Zelkova serrata makino,느티나무,203,면나무,도로,,,전라남도 담양군 가사문학면 가암리 601
전라남도 담양군청,15-6-4-15,2006-09-13,거목,느릅나무과,Zelkova serrata makino,느티나무,309,시·군나무,도로,,,전라남도 담양군 가사문학면 풍암리 418
전라남도 담양군청,15-6-4-14,1995-08-02,거목,느릅나무과,Zelkova serrata makino,느티나무,370,시·군나무,잡종지,,,전라남도 담양군 가사문학면 풍암리 330
전라남도 담양군청,15-6-4-13,1995-08-02,거목,느릅나무과,Zelkova serrata makino,느티나무,220,면나무,도로,,,전라남도 담양군 가사문학면 풍암리 415
전라남도 담양군청,15-6-4-12,1995-08-02,노목,느릅나무과,Zelkova serrata makino,느티나무,425,시·군나무,임야,,,전라남도 담양군 가사문학면 인암리 산35-2
전라남도 담양군청,15-6-4-11,1995-08-02,거목,느릅나무과,Zelkova serrata makino,느티나무,325,시·군나무,임야,,,전라남도 담양군 가사문학면 경상리 359
전라남도 담양군청,15-6-4-1,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,350,시·군나무,도로,,,전라남도 담양군 가사문학면 가암리 582
전라남도 담양군청,15-6-3-9,2010-11-15,거목,소나무과,pinus densiflora siebold,소나무,505,시·군나무,임야,,,전라남도 담양군 고서면 금현리 산160
전라남도 담양군청,15-6-3-8,2005-10-24,거목,소나무과,pinus densiflora siebold,소나무,260,면나무,임야,,,전라남도 담양군 고서면 산덕리 산24
전라남도 담양군청,15-6-3-7,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,341,시·군나무,대,,,전라남도 담양군 고서면 분향리 110-7
전라남도 담양군청,15-6-3-6,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,301,시·군나무,도로,,,전라남도 담양군 고서면 산덕리 432-6
전라남도 담양군청,15-6-3-5,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,351,면나무,도로,,,전라남도 담양군 고서면 산덕리 596-16
전라남도 담양군청,15-6-3-4,1991-01-07,거목,느릅나무과,Zelkova serrata makino,느티나무,472,시·군나무,잡종지,,,전라남도 담양군 고서면 분향리 241-16
전라남도 담양군청,15-6-3-2,1987-09-10,노목,느릅나무과,Zelkova serrata makino,느티나무,591,시·군나무,대,,,전라남도 담양군 고서면 금현리 165-1
전라남도 담양군청,15-6-3-11,2013-08-21,거목,느릅나무과,celtis sinensis pers,팽나무,402,시·군나무,대,,,전라남도 담양군 고서면 성월리 174
전라남도 담양군청,15-6-3-10,2013-06-20,노목,느릅나무과,Zelkova serrata makino,느티나무,402,시·군나무,도로,,전라남도 담양군 고서면 원류동길 33,전라남도 담양군 고서면 원강리 425
전라남도 담양군청,15-6-3-1,1982-12-03,거목,은행나무과,ginkgo biloba L,은행,321,시·군나무,임야,,,전라남도 담양군 고서면 교산리 25
전라남도 담양군청,15-6-2-8,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,351,마을나무,도로,,,전라남도 담양군 봉산면 기곡리 592
전라남도 담양군청,15-6-2-7,1982-12-03,거목,참나무과,Quercus acutissima carruth,상수리,251,면나무,임야,,,전라남도 담양군 봉산면 제월리 산65-1
전라남도 담양군청,15-6-2-6,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,251,면나무,잡종지,,,전라남도 담양군 봉산면 유산리 385-1
전라남도 담양군청,15-6-2-5,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,251,면나무,대,,,전라남도 담양군 봉산면 연동리 822
전라남도 담양군청,15-6-2-4,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,401,면나무,도로,,,전라남도 담양군 봉산면 기곡리 858-1
전라남도 담양군청,15-6-2-2,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,261,면나무,대,,,전라남도 담양군 봉산면 제월리 597-1
전라남도 담양군청,15-6-2-11,2010-07-07,거목,소나무과,pinus densiflora siebold,소나무,215,면나무,잡종지,,,전라남도 담양군 봉산면 삼지리 402
전라남도 담양군청,15-6-2-10,2007-08-14,거목,버드나무과,salix chaenomeloides kimura,버드나무,208,면나무,도로,,,전라남도 담양군 봉산면 와우리 477-2
전라남도 담양군청,15-6-2-1,1982-12-03,거목,느릅나무과,"Zelkova serrata makino, celtis sinensis pers",느티나무2.팽나무1,301,면나무,잡종지,,,전라남도 담양군 봉산면 제월리 911
전라남도 담양군청,15-6-12-9,1995-08-23,노목,느릅나무과,Zelkova serrata makino,느티나무,305,시·군나무,도로,,,전라남도 담양군 대전면 응용리 246-8
전라남도 담양군청,15-6-12-8,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,168,마을나무,잡종지,,,전라남도 담양군 대전면 태목리 348-11
전라남도 담양군청,15-6-12-7,1982-12-03,노목,버드나무과,salix chaenomeloides kimura,왕버들,171,마을나무,구거,,,전라남도 담양군 대전면 갑향리 958-27
전라남도 담양군청,15-6-12-6,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,171,마을나무,도로,,,전라남도 담양군 대전면 행성리 360-2
전라남도 담양군청,15-6-12-5,1982-12-03,희귀목,느릅나무과,"Zelkova serrata makino, celtis sinensis pers","느티1,팽1",151,마을나무,전,,,전라남도 담양군 대전면 행성리 259
전라남도 담양군청,15-6-12-4,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,271,면나무,임야,,,전라남도 담양군 대전면 대치리 953-1
전라남도 담양군청,15-6-12-3,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,351,시·군나무,대,,,전라남도 담양군 대전면 대치리 1288
전라남도 담양군청,15-6-12-2,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,301,시·군나무,도로,,,전라남도 담양군 대전면 평장리 242-2
전라남도 담양군청,15-6-12-18,2006-09-13,거목,느릅나무과,Zelkova serrata makino,느티나무,330,시·군나무,답,,,전라남도 담양군 대전면 병풍리 406
전라남도 담양군청,15-6-12-17,2006-09-13,거목,느릅나무과,Zelkova serrata makino,느티나무,320,시·군나무,도로,,,전라남도 담양군 대전면 병풍리 257
전라남도 담양군청,15-6-12-16,2005-10-24,노목,느릅나무과,Zelkova serrata makino,느티나무,150,마을나무,도로,,,전라남도 담양군 대전면 월본리 856-8
전라남도 담양군청,15-6-12-15,2005-10-24,노목,소나무과,pinus densiflora siebold,소나무,150,마을나무,대,,,전라남도 담양군 대전면 월본리 821-11
전라남도 담양군청,15-6-12-14,2004-08-26,노목,느릅나무과,Zelkova serrata makino,느티나무,350,시·군나무,도로,,,전라남도 담양군 대전면 병풍리 295-5
전라남도 담양군청,15-6-12-13,2002-12-03,노목,"소나과무과, 버드나무과",pinus densiflora siebold,"소25,버드3",500,시·군나무,도로,,전라남도 담양군 대전면 갈전길 48-4,전라남도 담양군 대전면 월본리 856-3
전라남도 담양군청,15-6-12-12,1996-04-03,노목,콩과,sophora japonica L,회화나무,364,시·군나무,도로,,,전라남도 담양군 대전면 대치리 1224-6
전라남도 담양군청,15-6-12-11,1998-05-13,노목,느릅나무과,Zelkova serrata makino,느티나무,402,시·군나무,대,,,전라남도 담양군 대전면 대치리 975-1
전라남도 담양군청,15-6-12-1,1982-12-03,노목,콩과,sophora japonica L,회화나무,651,시·군나무,도로,,,전라남도 담양군 대전면 대치리 671-4
전라남도 담양군청,15-6-11-1,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,451,시·군나무,대,,,전라남도 담양군 수북면 대방리 955-1
전라남도 담양군청,15-6-11-10,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,201,마을나무,구거,,,전라남도 담양군 수북면 나산리 153-1
전라남도 담양군청,15-6-1-17,2017-11-21,노목,느릅나무과,Zelkova serrata makino,느티나무,500,마을나무,임야,,,전라남도 담양군 담양읍 삼만리 산52-2
전라남도 담양군청,15-6-11-11,1912-12-04,거목,느릅나무과,celtis sinensis pers,팽나무,253,마을나무,전,,,전라남도 담양군 수북면 풍수리 694
전라남도 담양군청,15-6-11-2,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,551,시·군나무,잡종지,,,전라남도 담양군 수북면 대방리 970
전라남도 담양군청,15-6-11-3,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,301,마을나무,잡종지,,,전라남도 담양군 수북면 궁산리 468
전라남도 담양군청,15-6-1-13,2011-06-09,희귀목,"부처꽃과, 참나무과","LangrestroemiaindicaL , Quercus acutissima carruth",배롱2 상수리 1,104,마을나무,임야,,,전라남도 담양군 담양읍 만성리 산42-1
전라남도 담양군청,15-6-11-4,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,551,마을나무,대,,,전라남도 담양군 수북면 두정리 64
전라남도 담양군청,15-6-1-12,2010-07-07,희귀목,참나무과,Quercus salicina blume,가시나무,155,마을나무,대,,,전라남도 담양군 담양읍 지침리 175-1
전라남도 담양군청,15-6-11-5,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,301,마을나무,잡종지,,,전라남도 담양군 수북면 궁산리 151
전라남도 담양군청,15-6-11-7,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,301,마을나무,대,,,전라남도 담양군 수북면 두정리 489
전라남도 담양군청,15-6-9-9,2010-07-07,거목,느릅나무과,"Zelkova serrata makino, celtis sinensis pers","느티 22, 팽 3",215,면나무,대,,전라남도 담양군 용면 두장길 89-7,전라남도 담양군 용면 두장리 381-1
전라남도 담양군청,15-6-9-8,2002-12-02,노목,느릅나무과,"Zelkova serrata makino, celtis sinensis pers",느티1  팽1,150,마을나무,임야,,,전라남도 담양군 용면 두장리 817-5
전라남도 담양군청,15-6-9-7,2002-12-02,거목,느릅나무과,Zelkova serrata makino,느티나무,163,마을나무,잡종지,,,전라남도 담양군 용면 추성리 858-1
전라남도 담양군청,15-6-9-5,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,202,면나무,전,,,전라남도 담양군 용면 용연리 907
전라남도 담양군청,15-6-9-4,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,402,시·군나무,대,,,전라남도 담양군 용면 추성리 125
전라남도 담양군청,15-6-9-3,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,352,마을나무,임야,,,전라남도 담양군 용면 통천리 335
전라남도 담양군청,15-6-9-2,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,293,면나무,잡종지,,전라남도 담양군 용면 도림길 33-8,전라남도 담양군 용면 도림리 259
전라남도 담양군청,15-6-9-14,2016-09-21,노목,느릅나무과,Zelkova serrata makino,느티나무,700,시·군나무,종교용지,,전라남도 담양군 용면 월계길 37-17,전라남도 담양군 용면 월계리 산81-3
전라남도 담양군청,15-6-9-13,1915-04-06,노목,느릅나무과,Zelkova serrata makino,느티나무,250,시·군나무,구거,,,전라남도 담양군 용면 용연리 844-1
전라남도 담양군청,15-6-9-12,1912-04-12,노목,느릅나무과,"Zelkova serrata makino, celtis sinensis pers",느티1팽1,250,시·군나무,도로,,,전라남도 담양군 용면 용연리 549
전라남도 담양군청,15-6-9-11,2010-07-07,거목,느릅나무과,Zelkova serrata makino,느티나무,215,면나무,대,,전라남도 담양군 용면 분통길 25,전라남도 담양군 용면 용연리 464
전라남도 담양군청,15-6-9-10,2010-07-07,노목,느릅나무과,Zelkova serrata makino,느티나무,215,면나무,대,,,전라남도 담양군 용면 쌍태리 381-1
전라남도 담양군청,15-6-8-1,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,367,시·군나무,대,,전라남도 담양군 금성면 석현길 59-4,전라남도 담양군 금성면 석현리 193
전라남도 담양군청,15-6-8-10,2002-12-02,거목,느릅나무과,Zelkova serrata makino,느티나무,153,마을나무,잡종지,,,전라남도 담양군 금성면 봉서리 378
전라남도 담양군청,15-6-8-11,2002-12-02,거목,느릅나무과,Zelkova serrata makino,느티나무,113,마을나무,잡종지,,,전라남도 담양군 금성면 대곡리 207-4
전라남도 담양군청,15-6-8-12,2002-12-02,거목,느릅나무과,Zelkova serrata makino,느티나무,113,마을나무,잡종지,,,전라남도 담양군 금성면 봉황리 571-6
전라남도 담양군청,15-6-8-13,2002-12-02,거목,느릅나무과,Zelkova serrata makino,느티나무,133,마을나무,묘지,,,전라남도 담양군 금성면 덕성리 37
전라남도 담양군청,15-6-8-14,2002-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,153,마을나무,잡종지,,,전라남도 담양군 금성면 봉서리 산27-1
전라남도 담양군청,15-6-8-15,2002-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,113,마을나무,답,,,전라남도 담양군 금성면 대곡리 648-1
전라남도 담양군청,15-6-8-16,2008-07-29,희귀목,소나무과,pinus densiflora siebold,소나무,207,면나무,도로,,전라남도 담양군 금성면 봉황리 349-5,전라남도 담양군 금성면 봉황리 349-5
전라남도 담양군청,15-6-8-17,2011-11-23,노목,버드나무과,"salix chaenomeloides kimura, celtis sinensis pers, Quercus acutissima CARRUTH.","왕버들 46,팽나무 6,상수리 4,소나무 1",305,시·군나무,구거,,,전라남도 담양군 금성면 대성리 980-9
전라남도 담양군청,15-6-8-18,1986-06-07,노목,느릅나무과,Zelkova serrata makino,느티나무,129,마을나무,임야,,,전라남도 담양군 금성면 석현리 96-35
전라남도 담양군청,15-6-8-19,2017-11-21,노목,느릅나무과,celtis sinensis pers,팽나무,300,마을나무,답,,,전라남도 담양군 금성면 대성리 690-8
전라남도 담양군청,15-6-8-2,1982-12-03,거목,느릅나무과,Zelkova serrata makino,느티나무,371,시·군나무,대,,전라남도 담양군 금성면 원율길 24-15,전라남도 담양군 금성면 원율리 237-2
전라남도 담양군청,15-6-8-3,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,351,시·군나무,구거,,전라남도 담양군 금성면 부곡길 3,전라남도 담양군 금성면 금성리 1038
전라남도 담양군청,15-6-8-4,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,351,시·군나무,대,,전라남도 담양군 금성면 외추길 14-1,전라남도 담양군 금성면 외추리 98-1
전라남도 담양군청,15-6-8-5,1982-12-03,노목,느릅나무과,Zelkova serrata makino,느티나무,372,시·군나무,대,,전라남도 담양군 금성면 손곡길 9-2,전라남도 담양군 금성면 대곡리 513-1
